id,category,pdf,page,char_count,comet_qe,labse_cos,bertscore_xlmr_f1,source_en,target_es
47e8648825828bcf,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,193,0.8747,0.9177,0.9157,"Suitably approved respiratory protection should also be worn when handling abrasive media, abrasive refuse dust and when carrying out any service/maintenance work where any dust may be present.","La protección respiratoria debidamente aprobada también debe utilizarse cuando se manipulan medios abrasivos, polvo de residuos abrasivos y cuando se realice cualquier trabajo de mantenimiento o servicio en el que pueda estar presente polvo."
b1138a09605e3127,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,145,0.8801,0.9368,0.9262,Any work performed on electrical wiring or components must only be carried out by suitably qualified and registered electrical trades’ personnel.,Todo trabajo realizado en el cableado eléctrico o en los componentes deberá ser realizado únicamente por personal debidamente cualificado y registrado de los oficios eléctricos.
20495619ee56be43,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,98,0.8119,0.9302,0.9042,Under no circumstances should any safety interlocks or features be altered or disabled in any way.,Bajo ninguna circunstancia debe modificarse ni desactivarse de ninguna manera ningún enclavamiento ni característica de seguridad.
eec3bd0925a4490d,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,149,0.8904,0.9421,0.9267,All equipment must be isolated from the compressed air supply and electrical power source prior to any service or maintenance work being carried out.,Todos los equipos deberán estar aislados de la fuente de aire comprimido y de la fuente de energía eléctrica antes de que se realice cualquier trabajo de servicio o mantenimiento.
9c9c5db5eb9e5586,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,113,0.8910,0.9117,0.9325,All care must be taken by the operator when lifting or moving equipment or components in order to prevent injury.,El operador debe tener toda la precaución necesaria al levantar o mover equipos o componentes para evitar lesiones.
52cf9b5b8467f8ea,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,101,0.7907,0.8500,0.9230,Pressure Blast Pots must always be emptied of abrasive media before any attempt is made to move them.,Explosión de presión: Las macetas siempre deben ser vaciadas de medios abrasivos antes de cualquier intento de moverlas.
f510ce91e857a248,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,103,0.8760,0.9185,0.9246,Any modification of the equipment or use of non genuine PanBlast™ replacement parts will void warranty.,Cualquier modificación del equipo o uso de piezas de repuesto no auténticas Panblast TM anulará la garantía.
ccdc07f3832acda2,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,173,0.8139,0.8811,0.9169,"Always check the Material Safety Data Sheet on the abrasive being used to ensure that it is free of harmful substances, in particular, free silica, cyanide, arsenic or lead.","Revise siempre la hoja de datos de seguridad del árido utilizado para asegurarse de que no contenga sustancias nocivas, en particular sílice, cianuro, arsénico o plomo."
3cf306ca58bf5c20,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,151,0.6535,0.8072,0.9035,"Test the surface to be blasted for harmful substances, taking the appropriate measures and precautions to ensure the safety of the operator and others.","Enséñale a la superficie a ser desbaratada si contiene sustancias dañinas, adoptando las medidas y precauciones necesarias para asegurar la seguridad del operador y de los demás."
752eca5d88fc400d,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,148,0.7628,0.9248,0.9209,The operator should carry out a daily inspection before start up of all wearing and safety items to ensure that they are in correct operating order.,El operador debe llevar a cabo una inspección diaria antes de iniciar todos los artículos de desgaste y seguridad para asegurarse de que estén en el orden correcto de funcionamiento.
6e09d4e3fcb57f39,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,177,0.8028,0.9438,0.8977,"In particular check all blast hose couplings and nozzle holders, ensuring that all couplings have engaged correctly and the Safety Locking Pins are fitted and in good condition.","En particular, compruebe todos los acoplamientos de manguera de voladura y los soportes de boquillas, asegurándose de que todos los acoplamientos estén correctamente acoplados y de que los pasadores de bloqueo de seguridad estén instalados y en buen estado."
a315de9d1ab30226,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,60,0.7132,0.9254,0.9278,Always install safety whip check cables at every connection.,Instale siempre cables de control de seguridad en cada conexión.
a34c5861c05fd023,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,177,0.8066,0.8773,0.8983,Ensure that the blast nozzle has been securely screwed into the nozzle holder and the nozzle holder has been secured to the blast hose correctly and that all screws are engaged.,"Asegúrese de que la boquilla de voladura se ha atornillado de forma segura en el soporte de la boquilla y este último se ha fijado correctamente a la manguera de voladura, asegurándose de que todos los tornillos estén activados."
7d4ea0406dfd8275,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,141,0.7769,0.9102,0.9257,"INTRODUCTION These instructions cover the installation, operation and maintenance of the PanBlast™ Fina Abrasive Control Valve in BSP format.","INTRODUCCIÓN Estas instrucciones cubren la instalación, operación y mantenimiento de la válvula dosificadora en formato Panblast™ Fina para el sistema BSP ."
91c802a6bf59b8ec,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,258,0.8232,0.9152,0.9174,The PanBlast™ Fina Abrasive Control Valve is designed to meter any commercially available abrasive from delicate plastic media through to aggressive metallic abrasives such as steel grit and is designed for operating pressures not exceeding 1034kPa (150psi).,"El Panblast TM Fina válvula dosificadora está diseñada para medir cualquier abrasivo disponible comercialmente, desde medios plásticos delicados hasta abrasivos metálicos agresivos como el grano de acero, y está diseñada para presiones de funcionamiento no superiores a 1034kPa (150psi)."
4fe97e5126fe657d,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,174,0.7627,0.9418,0.9129,PREPARATION FOR OPERATION Depressurize and disconnect the air supply from the blast machine and drain the abrasive from the vessel ensuring all threads are clean of abrasive.,"PREPARACIÓN PARA LA OPERACIÓN Despresurizar y desconectar el suministro de aire de la máquina de voladura, y drenar el abrasivo del recipiente. Asegúrate de que todos los hilos estén limpios de abrasivo."
1f2ef616c4eefe05,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,60,0.7055,0.8012,0.8945,Disconnect the lower pusher line hose at the existing valve.,Desconecte la manguera del haz de empuje inferior desde la válvula actualizada.
378f4beeb5badf78,abrasive_metering_valves,ZVP-PC-0071-01.pdf,2,118,0.8408,0.8842,0.8956,"Remove the existing abrasive valve and pipe fittings, inspect the condition of the rubber hose pusher line, replace if","Retire la válvula abrasiva y los accesorios de tubería existentes, inspeccione el estado de la línea de empuje de la manguera de goma y reemplace si"
b4b2f9570f44ef16,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,10,0.6808,0.8278,0.9277,necessary.,Necesario.
1e7d762c197c67d1,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,189,0.7822,0.8960,0.8979,"Fix the PanBlast™ Fina Abrasive Control Valve onto the existing nipple, ensure the threads are free of abrasive and debris, use thread sealant to ensure that an air tight joint is achieved.","Fije el válvula dosificadora Panblast TM Fina en el pezón existente, asegúrese de que los hilos estén libres de abrasivos y escombros, utilice un sellador de roscas para asegurar una junta de aire firme."
d28679837c59c2f1,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,78,0.8534,0.8863,0.9212,Ensure that the valve aligns itself with the opening in the front support leg.,Asegúrate de que la válvula se alinee con la abertura en la pata de apoyo frontal.
67cec791777b0a1e,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,182,0.6374,0.9433,0.8886,"Fit the pusher line hose barb fitting to the supply air end of the pipe nipple, (note the Fina Valve is a bi-directional flow valve), use thread sealant to ensure an air tight joint.","Ajustar la percha de manguera de la línea de empuje al extremo del aire de alimentación de la niple de tubo dosificador , (note que la válvula Fina es una válvula de flujo bidireccional), utilizar sellador de rosca para asegurar una junta de aire apretado."
3464bd4ff7c8e935,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,105,0.7500,0.9200,0.8870,Push the pusher line hose onto the hose barb fitting and tighten the two bolt hose clamps on to the hose.,Empuje la manguera de la línea del empujador sobre la fijación de la barra de la manguera y apriete las dos abrazaderas de la manguera en ella.
47e1f4fad8d67df4,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,119,0.7106,0.8896,0.8840,"Fit the screwed hose coupling to the discharge end of the pipe nipple, use thread sealant to ensure an air tight joint.",Ajuste el acoplamiento de manguera atornillado al extremo de descarga del niple de tubo dosificador y utilice sellador de rosca para asegurar una junta de aire firme.
5c2ce91c5b5bb72a,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,57,0.7407,0.9179,0.9178,Refit the blast hose ensuring the safety pins are fitted.,Refite la manguera de voladura asegurando que los pinos de seguridad estén instalados.
da563688b5ca8c0f,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,24,0.8369,0.9445,0.8977,OPERATING INSTRUCTIONS !,¡INSTRUCCIONES DE FUNCIONAMIENTO!
fdb4f6780110a911,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,79,0.8789,0.9450,0.9374,WARNING ! – READ THIS SECTION CAREFULLY BEFORE USING THIS EQUIPMENT/ APPARATUS.,¡ATENCIÓN! — LEA ESTA SECCIÓN CUIDADOSAMENTE ANTES DE UTILIZAR ESTE EQUIPO / APARATO.
0e9ffcca18cb9138,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,80,0.8325,0.7278,0.9122,"Rotate the control knob all the way in, noting the position of the control knob.",Gire el botón de control hasta el final y observe la posición del mismo.
f9ec0987c8ffac54,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,44,0.8116,0.9263,0.9281,Now wind the control knob out 2 & 1/2 turns.,Ahora gira la perilla de control hacia afuera 2 y 1/2 vueltas.
997726f910cce0ef,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,43,0.8260,0.9420,0.9280,This gives you your initial start position.,Esto le proporciona su posición inicial de inicio.
e2d952f473b95867,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,60,0.8717,0.9180,0.9327,Perform a test run to check if the valve opening is correct.,Realizar una prueba para verificar si la apertura de la válvula es correcta.
8160bb103b90486a,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,84,0.6509,0.8870,0.8889,The flow from the nozzle should slightly discolor a light or contrasting background.,El flujo de la boquilla debe decolorarse ligeramente un fondo ligero o contrastante.
2be5e73616134533,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,183,0.8102,0.8873,0.9292,"If no discoloration is evident and there is a high pitched sound from the nozzle, then the adjustment is lean and the abrasive flow needs to be increased by further opening the valve.","Si no hay decoloración evidente y hay un sonido de alta frecuencia de la boquilla, entonces el ajuste es fino y el flujo abrasivo necesita ser aumentado al abrir más la válvula."
56e845de95ffaeb0,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,87,0.7794,0.9557,0.9270,This should be done in 1/4 turn increments until the correct abrasive flow is achieved.,Este debe hacerse en incrementos de 1/4 de giro hasta que se alcance el flujo abrasivo correcto.
7cdcc3712e3498fc,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,185,0.7274,0.9369,0.9315,"If the feed to the nozzle is erratic and surging, then the feed is too rich and the abrasive flow needs to be decreased, again in 1/4 turn increments until the correct flow is achieved.","Si la alimentación a la boquilla es errática y surgiendo, entonces la alimentación es demasiado rica y el flujo abrasivo debe ser disminuido, nuevamente en incrementos de 1/4 de giro hasta que se logre el flujo correcto."
e827c630033600cb,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,9,0.8764,0.8634,0.8501,WARNING !,¡Aviso!
8bd8cc65a632893e,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,112,0.8301,0.9226,0.9099,THE SYSTEM MUST BE IN SHUT DOWN MODE AND THE COMPRESSED AIR DISCONNECTED BEFORE PERFORMING ANY MAINTENANCE WORK.,EL SISTEMA DEBE ESTAR EN MODO APAGADO Y EL AIRE COMPRIMIDO DESCONECTADO ANTES DE REALIZAR CUALQUIER TRABAJO DE MANTENIMIENTO.
4d6f422fd9e05d53,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,245,0.7604,0.8738,0.9026,FAILING TO DO SO MAY RESULT IN PREMATURE ACTIVATION OF THE SYSTEM THAT MAY CAUSE SERIOUS INJURY OR DEATH Inspection of the pipe nipple and urethane sleeve can be done by simply removing the two bolts that clamp the pipe nipple to the valve body.,El hecho de no hacerlo puede resultar en la activación prematura del sistema que puede causar verdadera lesión o la muerte. La inspección de la niple de tubo dosificador y de la manga de uretano puede realizarse simplemente retirando los dos pernos que sujetan el niple de tubo dosificador al cuerpo de la válvula.
0985211c2b457ea9,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,68,0.8266,0.9036,0.9358,This can be done with the valve still attached to the blast machine.,Esto se puede realizar con la válvula aún conectada a la máquina de explosión.
7450f7c40b112325,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,85,0.6851,0.8902,0.9013,"With the pipe nipple removed, the urethane sleeve can also be removed for inspection.","Con la niple de tubo dosificador retirada, la manga de uretano también se puede quitar para la inspección."
46369148a36cd1da,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,112,0.7814,0.8816,0.9151,Inspection of the plunger and seals can also be performed by further removing the two bolts from the valve body.,La inspección del émbolo y los sellos también se puede realizar eliminando los dos pernos del cuerpo de la válvula.
ea44786462a78ce7,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,147,0.7916,0.9130,0.9102,"To replace the plunger, remove the plunger and top body assembly as described above; remove the spring pin holding the control knob to the plunger.","Para reemplazar el émbolo, retire el émbolo y el conjunto cuerpo superior según se ha descrito anteriormente; retire el pin de resorte que sostiene el botón de control del émbolo."
a11a050d4d267892,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,107,0.6291,0.7795,0.8877,Screw the plunger out from the top body; it is advisable to change the upper plunger seal at the same time.,"Atornillar el émbolo desde el cuerpo superior y, si se desea, cambiar el sello del émbolo al mismo tiempo."
3bf34e27ffadee11,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,156,0.8227,0.8683,0.9189,"With the top body assembly removed it is also advisable at this time to inspect the condition of the two O Rings fitted to the top body, replace if damaged.","Con el cuerpo superior removido, también es aconsejable en este momento inspeccionar el estado de los dos anillos O instalados en el cuerpo superior y reemplazarlos si están dañados."
0d621bb29cc8a5b4,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,73,0.5092,0.7243,0.8719,TROUBLE SHOOTING GUIDE PROBLEM PROBABLE SOLUTION Check for damp Abrasive.,PROBLEMA DE GUÍA DE REPARACIÓN PROBLEMA PROBABLE SOLUCIÓN COMPROBACIÓN DE ABRASIVO HÚMEDO.
032ff220f9c694f3,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,64,0.7220,0.8773,0.8979,Choke machine as instructed in the Blast Machine Owner's Manual.,Máquina de atragantamiento según lo indicado en el Manual del Propietario de la Máquina de Explosión.
7ac12b472e69985e,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,52,0.8714,0.9135,0.9061,No abrasive flow Check for obstruction in the valve.,No hay flujo abrasivo Compruebe si hay obstrucción en la válvula.
bad6842b5a91365f,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,97,0.7632,0.8875,0.9115,"Depressurize the blast machine and remove drain plug, check for debris covering the feed opening.",Depresurizar la máquina de explosión y quitar el tapón de drenaje. Comprueba si hay restos que cubran la abertura de alimentación.
521f0b61c97e645f,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,72,0.5790,0.8218,0.9176,"Incorrect adjustment of the valve, check valve setting, may be too rich.","Ajuste incorrecto del control de la válvula, puede ser demasiado rico."
0579953ca94e41a4,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,144,0.6787,0.8890,0.9192,"A high degree of fines in the abrasive mix can cause “Rat Holing” leading to erratic abrasive feed, check the abrasive and replace if necessary.","Un alto grado de finos en la mezcla abrasiva puede causar Rat Holing, lo que conduce a un pienso abrasivo errático. Compruebe el abrasivo y reemplace si es necesario."
30ca8fcfb9b83598,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,139,0.7925,0.8922,0.9180,Irregular abrasive flow Abrasive may not be free flowing; this will require adjustment of the choke valve to improve flow from the machine.,Flujo abrasivo irregular: El abrasivo puede no ser de flujo libre; esto requerirá el ajuste de la válvula de estrangulamiento para mejorar el flujo de la máquina.
cde93fc8e8082888,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,82,0.7171,0.8763,0.8981,"Air leakage at valve Check the pipe nipple for wear and tear, replace as required.","Fuga de aire en la válvula Compruebe el niple de tubo dosificador para el desgaste, reemplazar según sea necesario."
e2ec91ddff2543a1,abrasive_metering_valves,ZVP-PC-0071-01.pdf,3,131,0.6180,0.9041,0.8960,"No abrasive or air from nozzle Obstruction the nozzle, depressurize the blast machine and remove the nozzle from the nozzle holder.","No abrasivo ni aire de la boquilla obstruida, despresurice la máquina de explosión y retire la boquilla del soporte de la boquilla."
763595d14fe77d2e,abrasive_metering_valves,ZVP-PC-0071-01.pdf,4,771,0.4365,0.8904,0.8884,"Fina Abrasive Control Valve Assemblies Stock Code Description Weight Fina Valve 1-1/4"" M X 1-1/4"" M Assembly Fina Valve 1-1/2"" M X 1-1/2"" M Assembly Fina Valve 1-1/4"" M X 1-1/2"" M Assembly Fina Valve 1"" F X 1-1/2"" M Assembly (4.63 lbs) Fina Abrasive Control Valve Parts Listing Item Stock Code Description Qty Control Knob Spring Pin Bolt Flat Washer Top Body Plunger Body Plunger Seal Urethane Sleeve Gasket O-Ring O-Ring Fina Abrasive Control Valve Pipe Nipples Item Stock Code Description Qty Pipe Nipple 1-1/4"" M X 1-1/4""M Pipe Nipple 1-1/2"" M X 1-1/2""M Pipe Nipple 1-1/4"" M X 1-1/2""M Pipe Nipple 1"" F X 1-1/2""M Fina Abrasive Control Valve Service Kits Stock Code Description Fina Valve Service Kit Items 2, 3, 4, 8, 9, 10 & 11 Fina Urethane Sleeve Kit Item 9 (3 off)","Fina válvula dosificadora Montajes Código de stock Descripción Válvula Fina de peso 1-1/4"" M X 1-1/4"" M Válvula Fina de montaje 1-1/2"" M X 1-1/2"" M Válvula Fina de montaje 1-1/4"" M X 1-1/2"" M Válvula Fina de montaje 1"" F X 1-1/2"" M Montaje (4.63 lbs) Fina válvula dosificadora Listado de piezas Artículo Código de stock Descripción Control de calidad Knob Spring Pin Bolt Flat Lavadora cuerpo superior Empotrador de cuerpo Sello de empotramiento de Uretano Gasket O-Ring O-Ring Fina válvula dosificadora Pipa Nipples Código de stock Descripción Qty niple de tubo dosificador 1-1/4"" M X 1-1/4""M niple de tubo dosificador 1-1/2"" M X 1-1/2""M X 1-1/2""M 1-1/2""M 1-1/2""M 1-1/2""M 1-1-1/2""M_GLS53_M niple de tubo dosificador 1-1/4""M _"
5aa7e7f87a0d0700,abrasive_metering_valves,ZVP-PC-0071-01.pdf,5,49,0.5810,0.7124,0.8703,Fina Abrasive Control Valve Product Exploded View,Fina válvula dosificadora Vista explotada del producto
caf1f1d3246a1eb0,abrasive_metering_valves,ZVP-PC-0086-00.pdf,1,64,0.7741,0.8809,0.9344,SECTION GENERAL INFORMATION INTRODUCTION INSTALLATION Manual No.,SECCIÓN DE INFORMACIÓN GENERAL. INTRODUCCIÓN. MANUAL DE INSTALACIÓN. NO.
fbb403071af06af2,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,272,0.8280,0.9575,0.9410,GENERAL INFORMATION Pan Abrasives Group Notice to Purchasers and Users All products and equipment designed and manufactured by Pan Abrasives are intended for use by experienced users of abrasive blasting equipment and its associated operations and abrasive blasting media.,INFORMACIÓN GENERAL Pan Abrasives Group Aviso a Compradores y Usuarios Todos los productos y equipos diseñados y fabricados por Pan Abrasives están destinados al uso por usuarios experimentados de equipos de voladura abrasiva y sus operaciones asociadas y medios de voladura abrasiva.
c3cac9b3cbc212bd,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,143,0.8627,0.9031,0.9249,It is the responsibility of the user to: Determine if the equipment and abrasive media is suitable for the users' intended use and application.,Es responsabilidad del usuario: Determinar si el equipo y los medios abrasivos son adecuados para el uso y aplicación que se les ha previsto.
96e8a72f57153384,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,142,0.8648,0.9265,0.9223,"Familiarize themselves with any appropriate laws, regulations and safe working practices which may apply within the users working environment.","Familiarícese con las leyes, reglamentos y prácticas laborales seguras que puedan aplicarse en el entorno de trabajo de los usuarios."
e43a6955a27b228c,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,197,0.8844,0.9291,0.9058,"Provide appropriate operator training and a safe working environment including operator protective equipment such as, but not limited to, safety footwear, protective eyewear and hearing protection.","Proveer una formación adecuada al operador y un ambiente de trabajo seguro que incluya equipo de protección al operador, como, entre otros, calzado de seguridad, gafas de protección y protección auditiva."
8c74d5d478a35564,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,58,0.8604,0.9150,0.9077,Pan Abrasives Standard Terms and Conditions of Sale apply.,Se aplican los términos y condiciones estándares de venta de Pan Abrasivos.
29aa40bf8cc5504f,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,97,0.8681,0.9396,0.9148,Contact your local Pan Abrasives office should you require any further information or assistance.,Póngase en contacto con la oficina local de Pan Abrasivos si necesita más información o asistencia.
e027623dd7f10b55,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,9,0.6986,0.5570,0.8946,!WARNING!,¡Aguarde!
2ca87f1ab75ac416,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,56,0.8778,0.9164,0.9353,READ THIS SECTION CAREFULLY BEFORE USING THIS EQUIPMENT.,LEA ESTA SECCIÓN CUIDADOSAMENTE ANTES DE UTILIZAR ESTE EQUIPO.
e7d8b2195810dd0f,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,254,0.8297,0.9156,0.9081,"Heavy metal paint, asbestos and other toxic material dusts will cause serious lung disease or death without the use of properly designed and approved supplied air respiratory (SAR) equipment by blast operators and all personnel within the work site area.","La pintura de metales pesados, el amianto y otros polvos de materiales tóxicos causarán enfermedades pulmonares graves o la muerte sin el uso de equipos de respiración aérea (SAR) debidamente diseñados y aprobados por los operadores de explosiones y todo el personal de la zona de trabajo."
2ffae61b62069c8d,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,211,0.8710,0.9095,0.9322,The compressor must have adequate output and the plumbing between the compressor and the point of attaching the air supply hose must have sufficient capacity to supply the volume of air at the pressure required.,El compresor deberá tener una salida adecuada y la tubería entre el compresor y el punto de fijación de la manguera de suministro de aire deberá tener la capacidad suficiente para suministrar el volumen de aire a la presión requerida.
d747d41f2062ae3b,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,247,0.8408,0.8798,0.9016,"Standard Safety Precautions Approved safety eyewear, hearing and footwear protection should be worn at all times by the operator and any personnel in the immediate area that may be exposed to any hazards generated by the abrasive blasting process.","Precauciones de seguridad estándar: El operador y cualquier personal de la zona inmediata que pueda estar expuesto a cualquier peligro generado por el proceso de voladura abrasiva deben usar en todo momento gafas de seguridad, audífonos y protección del calzado."
02b7731b12a7eb16,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,193,0.8747,0.9177,0.9157,"Suitably approved respiratory protection should also be worn when handling abrasive media, abrasive refuse dust and when carrying out any service/maintenance work where any dust may be present.","La protección respiratoria debidamente aprobada también debe utilizarse cuando se manipulan medios abrasivos, polvo de residuos abrasivos y cuando se realice cualquier trabajo de mantenimiento o servicio en el que pueda estar presente polvo."
9713ea1de27aa298,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,137,0.8875,0.9380,0.9354,Any work performed on electrical wiring or components must only be carried out by suitably qualified and registered electrical personnel.,Todo trabajo realizado en el cableado eléctrico o en los componentes deberá ser realizado únicamente por personal eléctrico debidamente cualificado y registrado.
59fdae1fca29e81e,abrasive_metering_valves,ZVP-PC-0086-00.pdf,2,107,0.6980,0.8774,0.8948,Under no circumstances should any safety interlocks/lockouts or features be altered or disabled in any way.,Bajo ninguna circunstancia debe modificarse ni desactivarse de ninguna manera ningún bloqueo ni bloqueo de seguridad.
